time	compartment	ATP	ADP	AMP	GLC	F6P	FBP	GAP	NAD	NADH	DPG	PEP	PYR	ACA	EtOH	P	V1	K1GLC	K1ATP	V2	K2	k2	K2ATP	k3f	k3b	V4	K4GAP	K4NAD	k5f	k5b	V6	K6PEP	K6ADP	V7	K7PYR	k8f	k8b	k9f	k9b	k10	flow	ATPflow	ADPflow	NADHflow	NADflow	GLCflow	F6Pflow	FBPflow	GAPflow	DPGflow	PEPflow	PYRflow	ACAflow	EtOHflow	AMPflow	Pflow	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_8	reaction_9	reaction_10
0.0	1.0	4.49064	0.108367	0.00261149	0.0112817	0.65939	0.00770135	0.00190919	3.62057	0.616118	0.299109	0.0021125	0.00422702	0.0738334	0.33981	0.0	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.010897039999999998	0.010907963	-0.004137298	0.004173730000000001	0.5498759013	0.00725329	8.471485E-5	2.100109E-5	0.003290199	2.3237499999999996E-5	4.6497219999999994E-5	8.121673999999998E-4	0.0037379099999999997	2.872639E-5	0.0	0.049988527820763067	0.008047319056566915	0.007519099677195	0.014931456908663078	0.027670306503000005	0.02773639123287348	0.027788590244219594	0.0453141529986869	-1.6145235399998847E-4	0.032969500000000006
1.0	1.0	4.110413987386939	0.4466826055985185	0.04450419118514496	0.27396787593029204	0.6601463867933395	0.20766058887407207	0.02909493742366812	3.6130039900108604	0.6237202423458292	0.2922106714039857	0.00397742794702685	0.013944693302718806	0.07671675728931977	0.3784750613107905	0.03551005266878008	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.006714553861256326	0.007186491338416297	-0.004220922665804121	0.004256956109880535	0.5469863533647668	0.007261610254726734	0.002284266477614793	3.200443116603493E-4	0.0032143173854438426	4.3751707417295344E-5	1.5339162632990687E-4	8.438843301825174E-4	0.004163225674418695	4.895461030365945E-4	3.9061057935658083E-4	0.36076919460654744	0.9741318316019536	0.1653348196897139	0.2214351683369274	0.12235098635278341	0.11664958987200796	0.08883534966633592	0.04765425168583182	-0.1659470019951932	0.033007319339666975
2.0	1.0	3.5104339229946904	0.8734496310372862	0.21769971800605895	0.4367479574538683	0.05836379760989763	0.861492835520989	0.10088299812292296	3.1832310365751098	1.0535290317663915	0.5358700968966703	0.012562051438507185	0.0708467373431128	0.19734521993258353	0.47947587835924077	0.049160125351924384	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-1.1477315294159406E-4	0.002492054058589852	-0.008948819349430306	0.008984458597673791	0.5451957724680074	6.420017737088739E-4	0.009476421190730878	0.0011097129793521527	0.005894571065863373	1.3818256582357903E-4	7.793141107742407E-4	0.0021707974192584187	0.005274234661951648	0.0023946968980666484	5.407613788711682E-4	0.399673665277962	0.4218100393600554	0.35262387000750506	0.6973216119754146	0.44600641266224156	0.43989421186257177	0.382080952636584	0.20769066008218892	0.013062171556758706	0.0029181898804948817
3.0	1.0	3.659306928970479	0.7759975917755104	0.1662614307373248	0.5713031915901841	0.0718074608763893	0.8933487300220723	0.10418513587881935	2.8352009083627077	1.4015946039279301	0.7241793185203222	0.015899148278245283	0.10416493119168282	0.320412420537137	0.8112635693192699	0.05171064757379147	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.0017523762186752705	0.003564026490469386	-0.012777540643207231	0.012812790008010215	0.543715664892508	7.898820696402823E-4	0.009826836030242795	0.0011460364946670127	0.007965972503723544	1.748906310606981E-4	0.001145814243108511	0.0035245366259085064	0.008923899262511968	0.0018288757381105727	5.688171233117061E-4	0.4183161192887349	0.38697913910214077	0.35062160311766966	0.6975246915591745	0.5328714754557443	0.5310947456449157	0.5154575429617403	0.44875940604150016	0.06229343076246252	0.003590373043819465
4.0	1.0	3.8599449779779005	0.6355944618973288	0.10600938053540891	0.6899538375020893	0.1111115813603557	0.9127177450778196	0.10612008292628441	2.6557754533364264	1.5810551151564205	0.8792547652315308	0.01678046498261163	0.10785029810741857	0.3401973125999908	1.3039736539799178	0.05558488111260492	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.003959394757756905	0.005108460919129383	-0.014751606266720625	0.014786470013299309	0.542410507787477	0.0012222273949639127	0.010039895195856014	0.0011673209121891284	0.009671802417546838	1.8458511480872792E-4	0.0011863532791816043	0.0037421704385998985	0.014343710193779096	0.001166103185889498	6.114336922386541E-4	0.4296919552078687	0.36936341508643	0.3496441450637455	0.6969588597404777	0.5264636236091141	0.5258674737089353	0.5288719837052233	0.5373754834939319	0.0521005602164486	0.005555579068017786
5.0	1.0	4.043067121437078	0.49661276449909225	0.06185199081094932	0.7979484492891258	0.18350728323090318	0.9080211295746963	0.10623310786838232	2.5187525495054155	1.7181126916845626	1.0528419346567595	0.016994330812513708	0.09956506200273406	0.3117059675018709	1.8274706558690645	0.06213864860890482	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.0059737383358078565	0.006637259590509985	-0.016259239608530186	0.01629372195544043	0.5412225670578196	0.0020185801155399347	0.009988232425321658	0.0011685641865522055	0.011581261281224354	1.8693763893765078E-4	0.0010952156820300746	0.0034287656425205796	0.02010217721455971	6.803718989204425E-4	6.83525134697953E-4	0.43750028628648696	0.33260209102016847	0.3437474692059286	0.6874007650381675	0.4885001336710163	0.48823206364250477	0.4983672071010692	0.5348877575073531	0.03447512579746581	0.00917536416154516
6.0	1.0	4.189374295811766	0.37762583270803607	0.034514989922750726	0.8981092927848823	0.3030357484462995	0.8673005712772456	0.10372939155669159	2.3767177763292646	1.860181758248204	1.252646424452043	0.017025053326705824	0.08697903042636713	0.26649309320724063	2.321511289342739	0.07334067749324112	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.007583117253929427	0.007946115840211604	-0.017821999340730244	0.017856104460378087	0.5401207977793663	0.0033333932329092943	0.0095403062840497	0.0011410233071236075	0.013779110668972472	1.8727558659376405E-4	9.567693346900384E-4	0.0029314240252796466	0.02553662418277013	3.7966488915025797E-4	8.067474524256523E-4	0.443239825040701	0.27808367607232726	0.32931123764117365	0.6614881569026178	0.4373694887265837	0.43716999964374903	0.44952839088224017	0.49493657715089323	0.019949420741363744	0.015151787422314975
7.0	1.0	4.294244298549956	0.28773632777517616	0.019517917144041556	0.992171738956262	0.476748376440196	0.7883068869443564	0.0982513906221188	2.2225715327437823	2.014361920061075	1.4674485066174914	0.017081940583298552	0.0741195926523466	0.2186413216335625	2.7613479956302363	0.09171747351410012	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.008736687284049518	0.008934900394473063	-0.019517981120671823	0.019551713139818395	0.5390861108714812	0.005244232140842156	0.00867137575638792	0.0010807652968433067	0.016141933572792404	1.8790134641628406E-4	8.153155191758126E-4	0.0024050545379691876	0.030374827951932595	2.146970885844571E-4	0.0010088922086551012	0.447652237567775	0.2200772793506486	0.3056400989853477	0.6170070484473945	0.38556123151428384	0.3852349429447073	0.3962347554527719	0.4395451194875406	0.01022510093827278	0.023837418822009803
8.0	1.0	4.359048672483185	0.23017556538910353	0.012257911949083817	1.0812972628828945	0.6919870572956969	0.6876314648794635	0.09066865118394025	2.065640712545365	2.171326287430928	1.6743956789137295	0.017368448177008416	0.06439629484355375	0.17806325964972333	3.14057442026171	0.11966680558046143	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.009449535397315037	0.009568068780719861	-0.021244589161740206	0.02127795216200098	0.5381057301082882	0.007611857630252665	0.007563946113674098	9.973551630233428E-4	0.018418352468051024	1.9105292994709257E-4	7.083592432790912E-4	0.0019586958561469566	0.034546318622878804	1.3483703143992197E-4	0.0013163348613850756	0.4511532706670161	0.18280617305061364	0.27659124950371194	0.5601416344305504	0.3475500165944988	0.3468997786074801	0.3534409968202394	0.38570575283427533	0.004520439068761095	0.03459935286478485
9.0	1.0	4.390619717841707	0.2015589275639313	0.009287290109872861	1.1663086424878177	0.9165884341616043	0.5967583632262924	0.08326844580479954	1.9216361520929732	2.315364028058059	1.848688810000947	0.01801379811836424	0.05994254891492069	0.1515845684925985	3.470019907897796	0.15840231161914856	0.5	0.1	0.063	1.5	0.0016	0.017	0.01	1.0	50.0	10.0	1.0	1.0	1.0	0.5	10.0	0.2	0.3	2.0	0.3	1.0	1.43E-4	10.0	10.0	0.05	0.011	-0.009796816896258777	0.009882851796796755	-0.022829004308638653	0.022862002326977292	0.5371706049326339	0.010082472775777647	0.006564341995489216	9.15952903852795E-4	0.020335576910010415	1.9815177930200661E-4	6.593680380641276E-4	0.0016674302534185833	0.038170218986875754	1.0216019120860147E-4	0.001742425427810634	0.4540008015143588	0.18167312527693963	0.25007665988895045	0.5055794307378523	0.33307386533737626	0.33204839402790126	0.3330673136344837	0.3500199165508653	0.0015095780100196077	0.045829421708080215
