time	chloroplast	cytosol	x_CO2	RuBP_ch	PGA_ch	ATP_ch	BPGA_ch	x_NADPH_ch	GAP_ch	Pi_ch	DHAP_ch	FBP_ch	F6P_ch	E4P_ch	X5P_ch	SBP_ch	S7P_ch	R5P_ch	Ru5P_ch	x_Pi_cyt	x_GAP_cyt	G6P_ch	x_NADP_ch	x_PGA_cyt	ADP_ch	x_DHAP_cyt	x_Proton_ch	G1P_ch	x_Starch_ch	Light_on	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	light_reaction	E16	E17	E18_DHAP	E18_PGA	E18_GAP
0.0	1.0	1.0	1.0	0.33644	3.35479	0.49806	0.14825	0.21	0.01334	1.5662	0.29345	0.02776	1.36481	0.41021	0.00363	1.56486	0.00541	0.00599	0.00235	0.5	1.0	3.1396	0.29	1.0	0.00149	1.0	2.512E-5	0.18206	1.0	1.0	118.8714832325776	4.791651278935484E8	390.83485620874995	681.8181818180752	2381.922535211068	46.202231055141546	239816.6285714279	1139.1730769250153	39.62782680706316	23294.288235294116	57499.999999999825	61268.656716417965	118.65330015477612	-116739.13043486195	317241.37931044004	282.5477996355125	6.560748498172661	30.8562197092084	18.927486704051482	49.984592471267355	0.8833730126730325
1.0	1.0	1.0	1.0	0.37196164771556994	1.0550601103412487	0.4974284812126268	0.07668710352478349	0.21	0.010057291852595376	0.7409350548998711	0.2212561567473778	0.015798843180512806	1.9245696818511684	0.729287901623034	0.0022294266430494683	2.0976716643797833	9.817242118939978E-4	0.003734102855996487	0.0014936093515819035	0.5	1.0	4.426510339361798	0.29	1.0	0.0021215187576755713	1.0	2.512E-5	0.25673760147604324	1.0	1.0	119.21556813534637	202.20263913239833	202.2023723186447	96.90931182873564	24.281119025788485	24.281119953516026	39.73854053630765	39.738513687992416	39.73852053316428	39.73852062639589	39.73852086410975	79.47706062716442	119.2155818133929	-15.457415347697179	-15.457404689556142	327.8426682140612	6.4247413024150335	21.88214540179179	32.889681851045744	36.22876182365947	1.534881399109664
2.0	1.0	1.0	1.0	0.3719614883149577	1.0550604314248442	0.4974284798058498	0.07668707579428104	0.21	0.01005728981235645	0.740935062446577	0.22125611186304883	0.015798836770515547	1.9245696512464487	0.7292880596097095	0.0022294256723765014	2.097671693265049	9.817235630539354E-4	0.0037341012302703988	0.0014936087012918284	0.5	1.0	4.42651026897082	0.29	1.0	0.002121520164473995	1.0	2.512E-5	0.25673759739336627	1.0	1.0	119.21553357665238	202.20168722717702	202.20229918968326	96.9092907518454	24.281112219600928	24.281111539277948	39.7384951177776	39.738501669828175	39.738520536587494	39.73852049836601	39.73852041394901	79.47701524441304	119.21553388357442	-15.45738881336689	-15.457402469110093	327.84285796361587	6.424742546027194	21.882145634664795	32.889672616434474	36.22877002633335	1.5348809681524003
3.0	1.0	1.0	1.0	0.371961888073522	1.0550593838226965	0.49742848375198645	0.07668714289974073	0.21	0.010057293830888579	0.7409347481976178	0.2212562002667974	0.015798849395698412	1.9245696050358798	0.7292878794490959	0.0022294270603814706	2.0976720131956346	9.817243833575408E-4	0.0037341035549457047	0.0014936096311617274	0.5	1.0	4.426510162686683	0.29	1.0	0.002121516218344731	1.0	2.512E-5	0.2567375912288864	1.0	1.0	119.21561006719517	202.2004532697963	202.20247618870235	96.90938071200279	24.281128469406248	24.281129103239717	39.738564166710844	39.738551865786675	39.73852058261395	39.73852062110786	39.738520693239494	79.47708496858739	119.2156091327658	-15.457426116860518	-15.457402913199303	327.842288334033	6.424739884615738	21.88214163016611	32.8896987816565	36.22874839992429	1.5348821892352662
4.0	1.0	1.0	1.0	0.3719615476752509	1.0550603528870277	0.4974284807582159	0.07668710465801241	0.21	0.010057291950857592	0.7409351723757545	0.22125615890944667	0.01579884348926558	1.9245697156134656	0.7292878538775065	0.002229426849897399	2.097671547545871	9.817243830066206E-4	0.0037341032024319344	0.0014936094901559782	0.5	1.0	4.426510417015116	0.29	1.0	0.002121519212098791	1.0	2.512E-5	0.25673760597993583	1.0	1.0	119.21554985601787	202.20272678450613	202.2023752962823	96.90930500780293	24.281118711803536	24.281120045644066	39.73855081974842	39.738515020260046	39.7385205163007	39.73852065149093	39.73852099443086	79.47707110381002	119.21559228157531	-15.457423008236049	-15.457406021823772	327.8427441766799	6.424741707741488	21.88214682772689	32.889677743226535	36.22876527334031	1.5348812074053688
5.0	1.0	1.0	1.0	0.3719617992969734	1.0550596974819515	0.4974284815611308	0.07668708616501084	0.21	0.010057291248945954	0.7409347411750711	0.2212561434674638	0.01579884128396711	1.9245695661405728	0.7292880686358312	0.002229425864648505	2.0976720188606004	9.817235908114801E-4	0.0037341015522982805	0.0014936088301027836	0.5	1.0	4.426510073227307	0.29	1.0	0.0021215184092366855	1.0	2.512E-5	0.25673758604024227	1.0	1.0	119.21559105488542	202.20225072087317	202.2023265631559	96.90930334507047	24.28111802485304	24.281118464234915	39.73850309924032	39.73849950489328	39.738520583458666	39.73852060080194	39.73852066093027	79.47702366779656	119.21554435090525	-15.457389146433798	-15.457400248664044	327.84258144821445	6.424741156532037	21.882141703883658	32.88968857798575	36.228757231204824	1.534881713038767
6.0	1.0	1.0	1.0	0.37196172489801893	1.055059853753949	0.4974284819906779	0.07668711311517938	0.21	0.010057292207506088	0.7409349099796262	0.22125616455435443	0.015798844295484806	1.9245696352841786	0.7292879355373196	0.002229426564105041	2.097671835944073	9.817241082769074E-4	0.003734102723770303	0.0014936092986915775	0.5	1.0	4.426510232257708	0.29	1.0	0.0021215179797356987	1.0	2.512E-5	0.25673759526400586	1.0	1.0	119.21558004332668	202.20223068134757	202.20239762509843	96.90933589802387	24.28112148345797	24.281121899046532	39.738538527497866	39.73852633065711	39.73852055736508	39.73852059386643	39.73852067957854	79.47705880592162	119.21558056396903	-15.457412461117315	-15.457403357288513	327.8425453369456	6.424740975236754	21.882143663929295	32.88968730713725	36.228757744626805	1.5348816537384775
7.0	1.0	1.0	1.0	0.3719615389364484	1.0550602167668004	0.49742848049174576	0.07668708508524229	0.21	0.010057290295042463	0.7409349385601345	0.2212561224812635	0.015798838286947923	1.9245696023692598	0.7292880848646904	0.00222942564555086	2.097671866575138	9.817234924984894E-4	0.0037341011853326395	0.0014936086833168072	0.5	1.0	4.426510156553281	0.29	1.0	0.0021215194787276965	1.0	2.512E-5	0.2567375908731489	1.0	1.0	119.21553971704145	202.20230118050964	202.20232370357311	96.90931069682857	24.281115056090652	24.281114035564606	39.73849715954714	39.738507179309934	39.73852056057562	39.73852048809489	39.738520310732966	79.47701661874771	119.21553599034172	-15.457387814166168	-15.457401580931673	327.84275014080737	6.424742263468332	21.882144188128176	32.889677596696586	36.22876640262176	1.5348812005737797
8.0	1.0	1.0	1.0	0.37196173399482213	1.0550598653416778	0.4974284820235687	0.07668711515347801	0.21	0.010057292327471459	0.7409348919870172	0.22125616719342966	0.015798844672379513	1.9245696263895453	0.7292879297552182	0.0022294265980702275	2.097671844333151	9.817241262379517E-4	0.0037341027806586844	0.0014936093214469467	0.5	1.0	4.4265102118000526	0.29	1.0	0.002121517946788286	1.0	2.512E-5	0.25673759407746183	1.0	1.0	119.21558167794548	202.2021870495827	202.2024030021493	96.90933960079113	24.28112211728256	24.281122487489128	39.73853933587901	39.73852956418167	39.7385205587708	39.73852058948304	39.73852065897871	79.47705978040253	119.21558161020509	-15.457412794184222	-15.457403357288513	327.84253862108113	6.4247411128973715	21.882143461583453	32.889687499028106	36.22875792177428	1.534881662694334
9.0	1.0	1.0	1.0	0.37196154744469395	1.0550601873048364	0.4974284805852922	0.0766870863403419	0.21	0.010057290208254875	0.7409348762570109	0.2212561205715428	0.01579883801423752	1.9245695768151418	0.729288114366154	0.002229425506525836	2.0976719333255356	9.81723379512044E-4	0.003734100952486389	0.0014936085901784298	0.5	1.0	4.426510097778789	0.29	1.0	0.002121519385160014	1.0	2.512E-5	0.2567375874642282	1.0	1.0	119.21553973719287	202.20261182091193	202.2023270202851	96.90931964626698	24.28111556371411	24.28111390073081	39.73849196578505	39.73850561111991	39.7385205701121	39.738520452108695	39.73852015742678	79.47701035856437	119.21552961424014	-15.457383262251767	-15.457400248664044	327.8427296393844	6.42474245417283	21.882143464853847	32.88967821916901	36.228766389322196	1.534881229626039
