time	extracellular	cytosol	GlcX	Glc	ATP	G6P	ADP	F6P	FBP	GAP	DHAP	NAD	BPG	NADH	PEP	Pyr	ACA	EtOH	EtOHX	Glyc	GlycX	ACAX	CNX	AMP	P	CNX0	GlcX0	vinGlc	vGlcTrans	vHK	vPGI	vPFK	vALD	vTIM	vGAPDH	vlpPEP	vPK	vPDC	vADH	vdifEtOH	voutEtOH	vlpGlyc	vdifGlyc	voutGlyc	vdifACA	voutACA	vlacto	vinCN	vstorage	vconsum	vAK
0.0	1.0	1.0	6.7	0.573074	2.1	4.2	1.5	0.49	4.64	0.115	2.95	0.65	2.7E-4	0.33	0.04	8.7	1.48153	19.2379	16.4514	4.196	1.68478	1.28836	5.20358	0.33	0.0	5.6	24.0	0.8304	1.969531984739183	47.99372673525548	28.066501414522463	28.066524985487398	28.066494983643395	23.295108176655603	51.361708782191556	51.361650000000026	51.36167664670659	51.36170666666666	46.59035012203961	0.7896657627118644	0.7896672	4.771300667689254	0.08086979661016948	0.08086944	0.08086947457627121	0.06184128	0.01902806846874646	0.01902816	19.927202400000002	6.7359599999999995	4.500000000007276E-4
1.0	1.0	1.0	6.664467955875072	2.7632943696305112	1.9783357556368477	4.130168709659385	1.5684463464524994	0.4761985066150148	5.595222265991025	0.12706301887039867	3.231893014772252	0.6190123610466012	2.540530665046621E-4	0.36098763895339986	0.0410526267317432	9.483435631538313	1.4557537026746294	19.28073161642633	16.457627890497587	4.397725406134522	1.6881228394140175	1.2829989460386708	5.2036168464195365	0.383217897910673	0.0	5.6	24.0	0.8321055381179966	0.8335768420002863	48.94914274446096	31.018223269651457	31.058459110421335	29.3472842998857	23.391409192632125	52.718529088999816	52.71844791156664	52.71729431770701	51.50353185736352	47.26823090410362	0.8000388863987894	0.7899661387438842	5.429070251294134	0.08725838774184676	0.08102989629187285	0.07232275404929116	0.061583949409856203	0.018949024075829938	0.019026391371862232	18.460588398301674	6.345709769780752	0.19369336700498252
2.0	1.0	1.0	6.6657149874727555	2.698593937275386	2.1920934295314045	4.433528418057925	1.444760430929956	0.5209438655658829	5.343895996352775	0.12380311375642855	3.1726008275917197	0.637132034545777	2.9435244114414097E-4	0.34286796545422454	0.04080803595991552	10.323189915925175	1.4690630617211202	19.27334114573684	16.46579360359274	4.4865365676168505	1.6958435243096015	1.278299370577536	5.203729631308363	0.2931461395386529	0.0	5.6	24.0	0.8320456806013078	0.8284567670258021	49.20241458855916	26.391605225421074	26.315950923593462	28.281769821983914	23.713866504893787	52.01951746100851	52.019599161871724	52.020930061752324	51.63232414235721	46.87170410023892	0.7956304221127007	0.7903580929724515	5.180400627207347	0.0898697759709114	0.08140048916686088	0.07986208764824625	0.06135836978772173	0.01888002373727706	0.01902097769719856	21.95767252180601	7.031358884564932	-0.1271781120731248
3.0	1.0	1.0	6.665219293505427	2.7545854102549456	1.9800153633853022	4.1544082406172205	1.567557541468158	0.47894328758384036	5.634028742877841	0.12751936477638884	3.243164865669037	0.6183513339162849	2.54667368300521E-4	0.3616486660837184	0.04110754538862188	11.043990486902596	1.456887152017014	19.297634038772717	16.472930410359883	4.489154138715056	1.7039784033968528	1.2762096818766755	5.203883237976365	0.38242709514656137	0.0	5.6	24.0	0.8320694739117396	0.8344421203589838	48.950403843754295	31.064117032475792	31.125486063169458	29.387434549925274	23.40710373682122	52.77409156681343	52.77401994707442	52.772867650577545	51.727664830113916	47.29904381485252	0.8004922824925862	0.7907006596972744	5.450288066801256	0.0896920999509252	0.08179096336304893	0.07563955105875185	0.06125806473008043	0.018849716184102496	0.019013604577134458	18.58469670270762	6.351097279594695	0.16613494159281572
4.0	1.0	1.0	6.666266919053387	2.6975846408225483	2.202346821957035	4.442602162723342	1.4384141377334787	0.5225739817658644	5.331914254393921	0.12363329606706427	3.1700575808683804	0.6381960181219984	2.966291764735209E-4	0.3418039818780028	0.040810099699345875	11.707273141759476	1.472214088799494	19.2889052678699	16.48071073401158	4.514055200703199	1.7120601273523974	1.2748110832791424	5.204055272413502	0.2892390403094969	0.0	5.6	24.0	0.8320191878854374	0.8280546877854968	49.21360477783089	26.119114782430216	26.02604166879823	28.22841572549902	23.742087556814027	51.99743484912346	51.99749412417313	51.998961983514754	51.805284600640626	46.87146912108109	0.7958137729849339	0.7910741152325559	5.166969677162501	0.09023373965028005	0.08217888611291507	0.08264159722631664	0.061190931997398834	0.018829681241303225	0.019005346924151893	22.10552748218972	7.0642476661093845	-0.11134804266072251
5.0	1.0	1.0	6.665716088426616	2.754825765618396	1.972266736619378	4.150899250398208	1.5717507163143052	0.47822089972647636	5.613590966522019	0.12726414783016246	3.237071301896911	0.6186882235626204	2.5335278477604605E-4	0.36131177643738	0.04111487277086487	12.270709713501395	1.4604833043754304	19.3133656530185	16.48734662561079	4.498988356276301	1.7194591109643949	1.2752538898579842	5.204223299101027	0.38598254706632495	0.0	5.6	24.0	0.8320456277555224	0.8347373961507678	48.94001303917504	31.230019144269534	31.301597465822613	29.41546647403777	23.402596502524396	52.795778182548005	52.79570981481368	52.79445059073015	51.86478567437445	47.327676362742594	0.8008650531907952	0.7913926380293179	5.439007301420592	0.08951026383207833	0.08253403732629096	0.07754519556916817	0.06121218671318324	0.018836829922335412	0.018997281643150673	18.496331029325592	6.326242784380317	0.16380201645193893
6.0	1.0	1.0	6.6667702189384155	2.6965765387487717	2.211354808638285	4.451366101232986	1.4328153675740125	0.5241032617080741	5.302252181972088	0.12324043221899775	3.1622844227635056	0.639721286090077	2.985952186448802E-4	0.34027871390992226	0.04080400624211273	12.814190566432861	1.4771034084326145	19.30376577716812	16.494795745676175	4.521508387907588	1.7266098959315344	1.275594961255155	5.204378699663332	0.28582982378769606	0.0	5.6	24.0	0.8319950294909559	0.8276750135344	49.22334114887314	25.879268686164465	25.772248987834562	28.17117277256267	23.768741669166374	51.969274997907775	51.9693508715836	51.97104929651495	51.917334972307046	46.87444474297547	0.7960335411278868	0.7917501957924564	5.142370736879277	0.09000520567380511	0.08287727500471365	0.08436031602175001	0.06122855814024744	0.018842430529639236	0.018989822416160054	22.239729008628082	7.093141684188162	-0.10369623126416627
7.0	1.0	1.0	6.666169612277767	2.7558016106556904	1.9655418806034293	4.145618619624161	1.5753643312352976	0.4773500744217166	5.590275553369701	0.1269680038917197	3.230300737248857	0.6192121146330988	2.52244114079688E-4	0.36078788536690404	0.041125156728256465	13.27214014658589	1.465130585886032	19.328821658169517	16.501059656985714	4.502004429170571	1.7330356283444146	1.2773781134256208	5.204508828973752	0.3890937881612586	0.0	5.6	24.0	0.8320238586106672	0.8349368927675878	48.93102030544655	31.365287255069177	31.44280853594334	29.438914580658377	23.403439589921575	52.81866423508849	52.818590783063115	52.817228643306755	51.95834705242933	47.36192579871251	0.8013589942337828	0.7920508635353143	5.425082982226287	0.08917018172152029	0.0831857101605319	0.07860145880969756	0.0613141494444298	0.01886924212455147	0.018983576209259865	18.409813757238148	6.30467213622356	0.17111136404139415
8.0	1.0	1.0	6.667250999308039	2.6945116880458397	2.2191719894773456	4.4629157221940785	1.4279458095644653	0.5258798463407256	5.261223096927115	0.12270410178873158	3.1510474988735067	0.6415238392818114	3.0027073146342417E-4	0.33847616071819286	0.04079227996622935	13.731019245327982	1.4829737781810555	19.317914281465754	16.508259703871992	4.524005734846066	1.7392328628173228	1.2786137066372665	5.204612484212957	0.28288220095816186	0.0	5.6	24.0	0.8319719520332142	0.827404166091601	49.231601464643546	25.681696445282313	25.568232435960745	28.114249078179114	23.792426309293703	51.93806105560653	51.93811693949124	51.93985760779005	51.99675708527678	46.87805593095459	0.7962275345316557	0.7923964657858557	5.110667656384871	0.08967912638736629	0.0834831774152315	0.0855541316462981	0.061373457918588795	0.018887870297703054	0.018978600757778054	22.376254585583798	7.118216073447534	-0.11073827702506378
9.0	1.0	1.0	6.666583466494024	2.757800323536596	1.960446791170807	4.137923851144648	1.578078805777011	0.47628366812102746	5.57047011204841	0.12670985359782086	3.2246940118750986	0.6197577947627197	2.514514523651396E-4	0.3602422052372846	0.04113996729744232	14.11461550344676	1.4701510293736018	19.344076729586074	16.514236996467535	4.502234466666153	1.7447134656012635	1.281078512451488	5.204682024150033	0.39147440305216186	0.0	5.6	24.0	0.8320039936082868	0.8350009459032379	48.92431264511118	31.455136919452656	31.532598186633134	29.45772713943211	23.410171994392215	52.843274326916124	52.84320356015361	52.84185793087903	52.026989026673064	47.399196809982655	0.8019478023346098	0.7926833758304417	5.412515281093099	0.08880152376310663	0.08374624634886065	0.07915408759281709	0.06149176859767143	0.01892453362415331	0.018975262840798392	18.328009469469084	6.28832912735948	0.19195258435189544
