Bc	Cc	PCn	Pc	Bn	PCc	Rc	Bcp	Pcp	Ccp	PCnp	Bnp	PCcp	Mp	Mc	Mr	Mb	Rn	In	Values[LD]	Values[vsp]
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0
0.10823710805275014	0.0001644492799202218	1.6111790240111545e-11	3.8548896303002335e-05	0.024171999335570717	3.2260457824770755e-10	2.3640255261210068e-05	0.01052111207003771	1.5929160013345743e-05	1.477181217428406e-05	1.834563880349713e-12	0.0020320399631192886	3.869527227768487e-11	0.00040123447802396426	0.00035968163209609946	0.00028860517239464776	1.0728663736855077	2.042331524557258e-06	1.7683370962104762e-14	1.0	3.0
0.2621635504331872	0.007119273036140588	7.544554287155748e-08	0.001071409074919538	0.0932310468642407	7.500577217106781e-07	0.0006192046447575359	0.02539417787408415	0.0005242882193835324	0.0009083912900739622	1.4463966766847096e-08	0.008285593826518523	1.496119295509645e-07	0.007796802650762591	0.007548089058668607	0.00635917203359364	1.8270156332187795	9.072792548148953e-05	5.743020700265565e-10	1.0	3.0
0.42328556882929336	0.04539049124552174	4.5273638252425144e-06	0.005190811430680621	0.18465297425726265	3.182188109924835e-05	0.00291782089954762	0.03896562857742716	0.002685992034987107	0.006510419423746928	1.0848746720739547e-06	0.016127352491942585	7.83084122505117e-06	0.033460282875214804	0.03294994803551753	0.028249831780187445	2.4877881438996416	0.0005292913599095121	8.898773124690411e-08	1.0	3.0
0.5912486083826841	0.14885741903375913	5.838563306403469e-05	0.014252119222406368	0.2916723585573656	0.0003409764416313036	0.007811068136261928	0.05125038278480356	0.0076478471932009675	0.02205914219979514	1.5671817077717127e-05	0.02453486000535828	9.300742968092964e-05	0.08791019561885394	0.08506810633954548	0.07288006004333066	3.0951290104978577	0.0015717582618878401	2.0848189346433255e-06	1.0	3.0
0.7673222275358086	0.36101637906135964	0.0003666959062675761	0.030254612587573056	0.4143441501066409	0.0019450691137316142	0.016145335680665764	0.062454347359225906	0.016889488549892043	0.052375751095319625	0.00010488051395715063	0.03323152099885536	0.0005613374631737203	0.18530127023952034	0.17167140481971796	0.1452510227678176	3.6651849979303677	0.0034481363079304295	2.0156610408853598e-05	1.0	3.0
0.9525375647756091	0.7476747470811256	0.0015547809957000688	0.05529843726262256	0.5544225638848282	0.007877767784891234	0.02885625643405467	0.07272898336663777	0.032530725578376926	0.1006870128368826	0.000462509841457061	0.04209703156311088	0.0023571923572456295	0.3450225034861564	0.2997733545052221	0.24847116420079077	4.20641068611327	0.00642205812641377	0.00012027385862902543	1.0	3.0
1.1476365477258017	1.4013213201755041	0.005128803845410107	0.09027023258610711	0.7135925265983754	0.025478144861869938	0.04688467043104888	0.08218225588427755	0.056932662435385736	0.1659358600292742	0.001570883525890136	0.05100796042043954	0.007869022322020684	0.5876116273909975	0.47305578525692643	0.3822361132708441	4.723882576430712	0.010796573687467857	0.0005299704413341103	1.0	3.0
1.352949294322858	2.417859150368656	0.013908434416802293	0.13284805468766872	0.8920291422813075	0.06854188549934807	0.07103788732999057	0.09088939224645096	0.09123245560041601	0.24126314826137088	0.004380172384381696	0.0597823666104786	0.02201019708738958	0.9253757173213418	0.6893003323583122	0.5419592391052224	5.220891489953996	0.016897690472965205	0.0018591960882694063	1.0	3.0
1.5679593819783402	3.85325114650986	0.031670156826006365	0.17728161289149624	1.0864120838211235	0.15590520331775373	0.10187625039416053	0.09889220494673202	0.1335878150245025	0.317246301142267	0.010287397980634739	0.06815234113956847	0.0527782279807572	1.3549712438409933	0.9400380305047953	0.7195376587483113	5.699629981827251	0.025059162565629105	0.005353927932684898	1.0	3.0
