Cytosolic ATP	Cytosolic Calcium	Cytosolic Sodium	Cytosolic IP3	ER Calcium	Values[n]	Values[V]	Cytosolic ADP	Values[Vca]	Values[Vk]	Values[Vna]	Values[Vnaca]	Values[pvca]	Values[f_CRAN]	Values[p_CRAN]	Values[pna]	Values[f_5]	Values[b_5]	Values[F1]	Values[F4]	Values[F5]	Values[B2]	Values[B3]	Values[B4]	Values[B6]	Values[D]	Values[f_Ca]	Values[Okatp]	Values[n_infinity]	Values[tau_n]	Values[I_Vca]	Values[I_CaPump]	Values[I_NaCa]	Values[I_CRAN]	Values[I_Na]	Values[I_NaK]	Values[I_KDr]	Values[I_KCa]	Values[I_KATP]	Values[Jerp]	Values[O_infinity]	Values[Jout]
932.1	0.085	9858.0	0.33	22.8	0.00123	-60.9	3067.8999999999996	138.03867502699111	-75.01470050173072	70.92428912593715	-63.30448267617082	0.012002961185474397	-0.7	-60.9	0.004552571839055196	0.0006401695012806424	0.09372517728503398	239.5005141779999	0.96	0.5967019921436868	0.30679	0.047196800000000004	0.9900000000000001	13572.096	353.2930890750527	0.3429724746531098	0.013193117750835003	0.0012293986212774202	11.518367866627056	-1838.646959871783	838.8969521044991	0.012183473826980191	-5619.669445438701	-720.1674556538538	1511.925742686808	52.08324485138635	629.3239888085897	4469.205737690478	0.0029492662066284378	0.0005748039734783458	2.2871680067090723e-15
933.1508491095216	0.08500351354209257	9858.023951023863	0.3299997620645735	22.799996373916315	0.00123074365820295	-60.79477888884252	3066.849150890478	138.03812258558455	-75.01470050173072	70.92422418273466	-63.3035726229651	0.012135021580415161	-0.7	-60.79477888884252	0.004493352856737628	0.0006414307373228442	0.09354088681565764	239.5022598555614	0.96	0.5985516371777585	0.3066849150890479	0.047196800000000004	0.9900000000000001	13572.096	354.2578931023764	0.34300973366699744	0.013183081893806339	0.0012479947860703508	11.52221761282996	-1857.8879937223253	838.9372144927735	0.012714643701177251	-5605.479367036713	-710.2319504859645	1529.217021084625	52.50323503561562	634.0842982763068	4499.097387509082	0.0029495031829781474	0.0005748140245645372	2.2871675617942536e-15
934.2010246999491	0.0850082726989603	9858.04690913543	0.3299995253481484	22.799992770764966	0.0012329145419277211	-60.69844652808581	3065.798975300051	138.03737433003167	-75.01470050173072	70.92416193196202	-63.30226286417725	0.012257183772899954	-0.7	-60.69844652808581	0.004439809191258587	0.0006425876068035324	0.09337248238954082	239.50393317237484	0.96	0.6003060007353479	0.30657989753000514	0.047196800000000004	0.9900000000000001	13572.096	355.16858334067433	0.34306020230949896	0.013173067135276705	0.0012652662378642519	11.525646166280659	-1875.6749384573734	838.9917488333498	0.013199915645849108	-5592.501503049572	-701.2551201820208	1545.3901739638993	52.952153130111974	638.4738079866626	4526.13539329191	0.0029498241856321687	0.0005748280847703172	2.2871671030481335e-15
935.2505412188576	0.08501417948675452	9858.068945665065	0.32999929019975305	22.799989197152122	0.0012362865955433523	-60.61022914386753	3064.749458781143	138.0364456971613	-75.01470050173072	70.92410218018927	-63.30058485375479	0.012370120055266262	-0.7	-60.61022914386753	0.0043913334070335265	0.0006436488525029165	0.0932185302073977	239.5055393264236	0.96	0.6019729376582493	0.30647494587811425	0.047196800000000004	0.9900000000000001	13572.096	356.02962083506253	0.34312284204755406	0.01316307327692092	0.0012812920744256578	11.528705573134813	-1892.108076599484	839.0594307958347	0.013643361597145234	-5580.628173285531	-693.1333239781763	1560.5493935712277	53.424164566843224	642.5254095653388	4550.57068797268	0.002950222617580897	0.0005748458403018066	2.2871666324482936e-15
936.299411795729	0.08502114273216273	9858.090125244004	0.3299990569408801	22.79998565916308	0.0012406592549386577	-60.52942808751463	3063.700588204271	138.03535105666285	-75.01470050173072	70.92404475215339	-63.2985678568655	0.012474463197360447	-0.7	-60.52942808751463	0.0043473954431452674	0.0006446224183440818	0.09307774333093957	239.50708302754893	0.96	0.6035595911259042	0.3063700588204271	0.047196800000000004	0.9900000000000001	13572.096	356.84506187976734	0.3431966866314811	0.013153100133978702	0.0012961484478285707	11.531440514713491	-1907.2815528890565	839.1392139098793	0.014048644071120359	-5569.76247177192	-685.7762745705515	1574.7876799504631	53.91386184301445	646.2686746767362	4572.629724771446	0.0029506923425718585	0.0005748669990352437	2.2871661518247946e-15
937.3476483805374	0.08502907765377819	9858.110506522053	0.32999882586739043	22.79998216239831	0.0012458550353203095	-60.455411451552216	3062.652351619463	138.03410377539234	-75.01470050173072	70.92398948881211	-63.29623908434833	0.012570807604236732	-0.7	-60.455411451552216	0.0043075309534320394	0.0006455155314727654	0.09294896416064224	239.5085685497396	0.96	0.6050724654191093	0.3062652351619463	0.047196800000000004	0.9900000000000001	13572.096	357.6185994335697	0.3432808376287849	0.013143147533841833	0.0013099083353442548	11.533889470510557	-1921.2836006796256	839.2301248426875	0.014419063822181407	-5559.81701807572	-679.1050034327733	1588.1882473480853	54.41629072154619	649.7302422552333	4592.517215384255	0.00295122765629807	0.0005748912892137077	2.287165662870434e-15
938.3952618681261	0.08503790545287129	9858.130142809263	0.3299985972513341	22.799978712007903	0.001251717270408392	-60.38760661206246	3061.604738131874	138.03271628050263	-75.01470050173072	70.92393624560349	-63.29362382419476	0.012659710908688601	-0.7	-60.38760661206246	0.004271331587033861	0.0006463347766190673	0.09283114907394566	239.50999977788595	0.96	0.6065174919599263	0.3061604738131874	0.047196800000000004	0.9900000000000001	13572.096	358.3536006963441	0.34337446006301486	0.013133215314788194	0.0013226414261406387	11.536085685479192	-1934.1968231959609	839.3312587693374	0.014757601913642008	-5550.712855598198	-673.050168900119	1600.825743098713	54.92695811274844	652.9341606652617	4610.418563583261	0.002951823258335689	0.000574918458167134	2.2871651671505375e-15
939.4422622056359	0.08504755292856726	9858.149082628106	0.3299983713426359	22.799975312723447	0.0012581080731092788	-60.32549384912957	3060.5577377943646	138.0312001189913	-75.01470050173072	70.92388489094859	-63.29074556513685	0.012741695521396116	-0.7	-60.32549384912957	0.004238436984304639	0.0006470861602609254	0.09272335538099923	239.5113802480127	0.96	0.6079000862374823	0.30605577377943644	0.047196800000000004	0.9900000000000001	13572.096	359.05313950640027	0.3434767783159784	0.013123303324887222	0.0013344140492436225	11.538057968547232	-1946.0984613628602	839.4417750102389	0.015066955575304216	-5542.378512920663	-667.5506652227451	1612.7672771793802	55.44182843162407	655.9021790169002	4626.501948096866	0.00295247422582465	0.0005749482711045995	2.287164666112e-15
940.488658483918	0.08505795211607783	9858.167370181265	0.3299981483706402	22.799971968887267	0.0012649065150637888	-60.268600983135926	3059.511341516082	138.02956601383738	-75.01470050173072	70.92383530498287	-63.28762611272616	0.012817249975338334	-0.7	-60.268600983135926	0.004208528210569745	0.0006477751647960363	0.09262473040146897	239.51271318136156	0.96	0.609225195738223	0.30595113415160824	0.047196800000000004	0.9900000000000001	13572.096	359.720023632969	0.3435870722782594	0.013113411421066116	0.0013452891127977958	11.539831350875598	-1957.0606255597263	839.5608929222644	0.015349568290622952	-5534.74921625788	-662.5524829583064	1624.073282635223	55.957312058548645	658.6539909453185	4640.920076239643	0.002953175988785334	0.0005749805099753989	2.2871641610916114e-15
941.5344590406016	0.0850690399098366	9858.18504588091	0.32999792854575494	22.799968684483513	0.001272006651715065	-60.21649726859839	3058.465540959399	138.02782392268497	-75.01470050173072	70.92378737812079	-63.2842857110076	0.012886832212964775	-0.7	-60.21649726859839	0.004181321520777016	0.000648406813603043	0.09253449954758221	239.5140015229604	0.96	0.6104973584839812	0.30584655409593986	0.047196800000000004	0.9900000000000001	13572.096	360.35682800432556	0.3437046733427865	0.0131035394680742	0.0013553263589993444	11.541427678724121	-1967.1508043611775	839.6878876083606	0.01560766318985241	-5527.766014562666	-658.0076333209807	1634.7984169112638	56.4702388379271	661.2075090795087	4653.812162926384	0.0029539243044829897	0.0005750149722783961	2.287163653324685e-15
